name,description,cpf,online,duration,unit,level,degree,category,subcategory,organism,cities,price
Excel : Tableau Croisé Dynamique,"Créer, modifier et mettre en forme des tableaux de calcul.",checked,online,1,Day,"Être à l'aise avec son environnement de travail Windows ou Mac OS et pratiquer le logiciel Excel régulièrement avec des tableaux simples.
Avoir suivi Excel Initiation",Vous avez la possibilité de passer une certification à l’issue de votre formation : TOSA Excel - Utilisation d'un logiciel de tableur (ICDL - PCIE),Informatique,Excel,Ziggourat Formation,"A distance, Paris",300
Excel Consolidation,"Créer, modifier et mettre en forme des tableaux de calcul.",checked,online,2,Day,"Être à l'aise avec son environnement de travail Windows ou Mac OS et pratiquer le logiciel Excel régulièrement.
Avoir suivi Excel Initiation",Vous avez la possibilité de passer une certification à l’issue de votre formation : TOSA Excel et utilisation d'un logiciel de tableur (ICDL - PCIE),Informatique,Excel,Ziggourat Formation,"A distance, Paris",550
Excel Débutant,"Avec nos formations Excel 2019® , vous pourrez maitriser l'intégralité des fonctionnalités d'Excel : saisir des données, utiliser les
fonctions courantes et avancées, les mises en forme conditionnelles, créer des graphiques, des tableaux croisés dynamiques et
même des macros. Choisissez le programme adapté à vos objectifs et devenez incollable !",checked,online,70,Hour,Aucun,À l’issue de la formation vous pourrez passer si vous le souhaitez la certification Management de la performance qui vous permettra d’attester votre niveau acquis.,Informatique,Excel,Goo Formation,A distance,3000
"Excel et Business Intelligence - Pivot, Query, Map et View","Créer, modifier et mettre en forme des tableaux de calcul.",checked,online,3,Day,"Être à l'aise avec son environnement de travail Windows ou Mac OS et avoir suivi une formation Excel consolidation ou perfectionnement, ou posséder les savoirs équivalents. Connaitre un Système de gestion de base de données relationnel comme Access ou Filemaker est un plus.",Vous avez la possibilité de passer une certification à l’issue de votre formation : TOSA Excel - Utilisation d'un logiciel de tableur (ICDL - PCIE),Digital & Numérique,,Ziggourat Formation,"A distance, Paris",1800
Excel Expert,"Créer, modifier et mettre en forme des tableaux de calcul.",checked,online,2,Day,"Être à l'aise avec son environnement de travail Windows ou Mac OS et avoir suivi une formation Excel Initiation ou consolidation, ou posséder les savoirs équivalents. Avoir suivi Excel Consolidation et Excel Initiation",Vous avez la possibilité de passer une certification à l’issue de votre formation : TOSA Excel - Utilisation d'un logiciel de tableur (ICDL - PCIE),Informatique,Excel,Ziggourat Formation,"A distance, Paris",550
Excel Initiation,"Créer, modifier et mettre en forme des tableaux de calcul.",checked,online,2,Day,"Être à l'aise avec son environnement de travail Windows ou Mac OS.
Avoir suivi Windows 10",Vous avez la possibilité de passer une certification à l’issue de votre formation : TOSA Excel - Utilisation d'un logiciel de tableur (ICDL - PCIE),Informatique,Excel,Ziggourat Formation,"A distance, Paris",550
Excel Perfectionnement,"Créer, modifier et mettre en forme des tableaux de calcul.",checked,online,2,Day,"Être à l'aise avec son environnement de travail Windows ou Mac OS et avoir suivi une formation Excel Initiation ou consolidation, ou posséder les savoirs équivalents.
Avoir suivi Excel Consolidation et Excel Initiation",Vous avez la possibilité de passer une certification à l’issue de votre formation : TOSA Excel - Utilisation d'un logiciel de tableur (ICDL - PCIE),Informatique,Excel,Ziggourat Formation,"A distance, Paris",550
Excel VBA Initiation,Personnaliser votre environnement de travail et automatiser des tâches sur un logiciel tableur via un langage de programmation événementiel.,checked,online,3,Day,"Être à l'aise avec son environnement de travail Windows ou Mac OS et pratiquer le logiciel Excel régulièrement.
Avoir suivi une formation Excel Perfectionnement ou Consolidation ou posséder les connaissances équivalentes.
Avoir suivi Excel Consolidation et Excel Perfectionnement",Vous avez la possibilité de passer une certification à l’issue de votre formation : TOSA Excel - Utilisation d'un logiciel de tableur (ICDL - PCIE),Informatique,Excel,Ziggourat Formation,"A distance, Paris",1200
Excel VBA Perfectionnement,Personnaliser votre environnement de travail et automatiser des tâches sur un logiciel tableur via un langage de programmation événementiel. Développer des applications personnalisées faisant appel aux fonctions d'un logiciel tableur par une interface graphique conçue avec un langage de programmation événementiel.,checked,online,2,Day,"Être à l'aise avec son environnement de travail Windows ou Mac OS et pratiquer le logiciel Excel régulièrement. Avoir suivi une formation Excel VBA Initiation ou posséder les connaissances équivalentes.
Avoir suivi Excel VBA Initiation et Excel Perfectionnement",Vous avez la possibilité de passer une certification à l’issue de votre formation : TOSA Excel - Utilisation d'un logiciel de tableur (ICDL - PCIE),Informatique,Excel,Ziggourat Formation,"A distance, Paris",800
Fabrication numérique et prototypage rapide,"Cette formation en ligne pontuée d'ateliers en présentiel, vise à vous former au prototypage d'objets connectés grâce à la fabrication numérique et la programmation Arduino, à travers un apprentissage progressif. La formation vous offre toutes les clés afin que vous puissiez être autonome en conception 3D et en programmation, et vous apprend à maîtriser les principaux outils d'un univers FabLab.",checked,online,148,Hour,Débutant,Certification: Fabrication numérique et prototypage rapide,Informatique,,Make Ici,"Montreuil, Nantes, Marseille",2395
Facturer vos Marchés sur CHORUS PRO,Formation adaptée à la déficience visuelle et/ou auditive,,face to face,1,Day,La formation s'adresse aux entreprises qui souhaitent se familiariser avec la dématérialisation des factures.,"La formation est évaluée par le biais d'une fiche qui porte à la fois sur les aspects organisationnel, méthodologique et pédagogique de la formation ainsi que sur la réponse aux attentes des stagiaires. La formation est également sanctionnée par une attestation individuelle de formation.",Achats,Réaliser appel d'offres,Public Arena,Rennes,702
Français certification CLOE,La certification CLOE Français permet d’évaluer et de certifier les compétences générales et professionnelles en français du niveau A1 au niveau C2 du Cadre Européen Commun de Référence pour les Langues (CECRL).,checked,online,8,Hour,"Avoir un ordinateur avec une connexion internet, une webcam, un micro",Certification CLOE validée par la CCI France,Langues,Français,Mda ACADEMY,A distance,890
Gestion commerciale et contractuelle d'un projet,Formation adaptée à la déficience visuelle et/ou auditive,,face to face,2,Day,"Avoir suivi la formation ""Gestion
 opérationnelle de projet"" ou pouvoir
 justifier de compétences
 équivalentes","L’évaluation est réalisée tout au
long de la formation à travers
 différents moyens (QCM, mise en
situation, quiz…). Le stagiaire
 évalue sa progression et ses acquis
à l’issue de la formation.
L’intervenant valide la progression
pédagogique du stagiaire et précise
l es outils utilisés pour la validation
des acquis.",Vendre,Technique vente,Public Arena,Rennes,1380
Gestion de projet digital,Analyser les besoins. Piloter et gérer des projets et des équipes. Planifier.,checked,online,5,Day,Une bonne connaissance du monde digital et de ses enjeux techniques est indispensable pour suivre cette formation.,Évaluation en fin de stage par la complétion d'un questionnaire et/ou d'une certification officielle issue du Répertoire Spécifique. Remise d'une attestation individuelle de réalisation.,Gestion de Projet,Gestion de projet web/mobile,Ziggourat Formation,"A distance, Paris",2250
Habilitation CIF,Ce parcours de formation permet d’obtenir l’habilitation nécessaire à l’exercice du métier de CIF Conseil en Investissement Financier. A noter que cette habilitation doit être obligatoirement complétée d’une attestation de réussite à l’examen certifié AMF pour une inscription à une association agréée puis à l’ORIAS,checked,online,150,Hour,Ce parcours de formation permet d’obtenir l’habilitation nécessaire à l’exercice du métier de CIF Conseil en Investissement Financier. A noter que cette habilitation doit être obligatoirement complétée d’une attestation de réussite à l’examen certifié AMF pour une inscription à une association agréée puis à l’ORIAS.,"Un QCM de fin de formation permettra d’attester de l’acquisition des connaissances.
Note de réussite exigée : 70%","Finance, Banque & Assurance",,Sumatra Formation Conseil,A distance,1000
Habilitation IAS Niveau 1,"Ce parcours de formation permet d’obtenir l’habilitation assurance nécessaire pour les salariés qui exercent des fonctions de responsables de bureau de production, ou pour les professionnels souhaitant devenir courtiers en assurance.",checked,online,150,Hour,"Ce parcours de formation permet d’obtenir l’habilitation assurance nécessaire pour les salariés qui exercent des fonctions de responsables de bureau de production, ou pour les professionnels souhaitant devenir courtiers en assurance.","Un QCM de fin de formation permettra d’attester de l’acquisition des connaissances
Le livret de stage pour inscription à l’ORIAS est envoyé sous une semaine ouvrée.","Finance, Banque & Assurance",,Sumatra Formation Conseil,A distance,1000
Habilitation IAS Niveau 2,"Ce parcours de formation permet d’obtenir l’habilitation assurance nécessaire
pour les salariés qui exercent une activité d’assurance ou pour les professionnels souhaitant devenir mandataires en assurance.",checked,online,150,Hour,"Ce parcours de formation permet d’obtenir l’habilitation assurance nécessaire
pour les salariés qui exercent une activité d’assurance ou pour les professionnels souhaitant devenir mandataires en assurance.","Un QCM de fin de formation permettra d’attester de l’acquisition des connaissances
Le livret de stage pour inscription à l’ORIAS est envoyé","Finance, Banque & Assurance",,Sumatra Formation Conseil,A distance,450
